x,y,z
30.240766,4.9942,0.685045
27.242613,4.170949,1.65953
25.692611,-2.538977,-0.350878
34.193838,2.722448,4.870683
34.354584,2.457152,-4.085406
34.377198,-2.416637,1.387623
34.574277,2.018908,0.151559
32.272043,-4.453967,4.865848
25.874724,-2.825261,0.088409
30.889804,4.920188,-2.242628
28.952928,4.889135,1.930337
26.419147,-3.489626,-0.616242
34.516976,2.144044,0.915779
30.291681,4.991485,2.694465
25.846611,-2.783768,2.384278
28.349992,-4.719902,-3.472682
34.30631,2.540806,0.245974
34.342055,2.479226,2.098152
33.444466,-3.624314,-0.989486
32.332843,-4.422425,1.057753
27.933423,-4.552939,-4.578638
34.96618,0.580563,2.387007
27.940763,-4.556264,-1.883416
29.561125,-4.980702,-3.067957
33.562025,3.508843,-1.140824
25.301603,-1.710281,-0.342462
28.641036,4.811779,-1.424918
32.544743,-4.303984,-1.130619
29.006565,4.900315,-3.252319
33.821324,3.224513,-2.509515
34.279734,2.585319,-1.604682
25.542354,-2.264817,-1.752688
34.301954,-2.548175,3.423165
29.397219,-4.963532,4.574574
25.01299,0.360189,-3.221165
29.779172,4.995121,-2.878027
32.424718,-4.372727,4.078327
25.29309,1.686713,0.384587
33.52953,-3.541528,-1.528229
28.900066,4.877514,-3.519174
25.976127,-2.967902,3.82947
34.911516,0.936487,0.860638
27.125176,4.090891,1.437827
28.814462,-4.857417,3.873732
28.305883,-4.70425,-1.159263
32.784916,-4.152619,0.019448
31.447098,-4.786012,2.578941
28.712709,-4.831447,-2.454833
28.249244,4.683466,-3.289443
34.684495,-1.748,-3.667208
26.465287,-3.536355,-2.394069
32.37009,4.402576,-2.824619
28.285333,4.696799,-1.117801
34.086341,-2.881287,0.469557
28.951233,4.888772,1.210804
25.767217,2.661493,-2.61344
27.369498,-4.252112,-1.755983
31.473928,4.777817,-2.098955
26.042239,3.055508,3.598226
34.599297,-1.961242,-0.700277
27.20214,4.143908,-3.697322
27.880662,4.528621,-3.199613
31.530437,-4.760017,3.686262
25.522099,2.224501,-0.88878
34.898885,-1.000462,-3.881837
27.130895,-4.094904,-2.912756
34.778606,-1.471368,-0.054108
34.087257,-2.879988,-1.567584
29.103362,-4.918947,1.483016
28.942447,-4.886878,-0.215598
26.714364,3.768898,-2.76725
34.354363,2.457544,-3.466606
27.655613,4.416317,-0.369785
34.869536,1.134731,2.10792
28.035308,-4.597824,0.438629
32.586344,4.279115,3.637997
29.71599,-4.991927,-0.422731
26.251357,-3.308728,-3.642107
33.704109,-3.358508,4.333895
26.178793,-3.224651,2.646509
25.993328,-2.991083,1.796818
25.018265,0.426983,4.622507
34.967895,-0.565706,-1.601235
34.292351,-2.564317,-4.73001
27.467141,-4.310989,1.773955
25.890659,2.848388,1.713489
33.0636,3.9515,1.122977
25.162434,-1.264104,4.031247
32.447861,-4.359814,2.126281
34.643245,1.854798,2.70418
34.962828,0.608556,4.85
34.297816,-2.555148,2.172994
25.635356,-2.439238,-0.559271
25.284506,-1.662563,4.492178
33.675794,3.389474,0.779889
25.213003,1.443836,-4.540485
30.615223,4.962006,0.493291
34.890819,1.039176,-3.752513
25.003956,0.19887,3.298998
25.651612,-2.468101,-2.988192
34.682403,-1.753596,-4.552916
31.93198,4.611665,3.726737
34.072266,2.901146,3.519437
31.641449,4.722885,1.500772
27.942729,-4.557152,-3.270516
31.837009,4.650311,0.35009
28.797588,-4.853267,2.109124
34.993347,-0.25785,2.744453
32.517108,-4.320205,2.413917
30.788887,4.937374,4.347516
27.519346,-4.341239,0.339447
28.218674,-4.671924,0.386615
34.737968,1.59739,1.628387
32.148677,4.514774,-3.419549
32.346036,-4.41544,-2.049236
34.998398,-0.126544,-2.27476
25.317517,-1.753382,4.229215
32.660839,4.233195,4.005977
25.764016,2.656396,3.673462
34.517626,-2.142675,1.000094
25.902635,-2.865589,2.50725
34.497082,-2.185464,-1.285963
30.890351,4.920089,-1.326495
26.801681,3.843274,3.226709
25.171022,-1.296521,-0.936633
25.38801,-1.931205,1.209778
